OBJECTID,ZONE_,DISTRICT,MAPNO,ARTICLE,SUBDISTRIC,Unique_Code,FAR,Shape_STArea__,Shape_STLength__,Zone_Desc
63893,OS-P,Dorchester Neighborhood,5A-5E,65,Open Space,Dorchester Neighborhood OS-P,,0,0,Parkland Open Space
63894,LC,Dorchester Neighborhood,5A-5E,65,Business,Dorchester Neighborhood LC,1,0,0,Local Convenience
63895,3F-D-3000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 3F-D-3000,1.3,0,0,Three-Family Residential
63896,MFR,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood MFR,1,0,0,Multifamily Residential
63897,OS-G,Dorchester Neighborhood,5A-5E,65,Open Space,Dorchester Neighborhood OS-G,,0,0,Community Garden Open Space
63898,OS-G,Dorchester Neighborhood,5A-5E,65,Open Space,Dorchester Neighborhood OS-G,,0,0,Community Garden Open Space
63899,LC,Dorchester Neighborhood,5A-5E,65,Business,Dorchester Neighborhood LC,1,0,0,Local Convenience
63900,2F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 2F-5000,0.5,0,0,Two-Family Residential
63901,OS-G,Dorchester Neighborhood,5A-5E,65,Open Space,Dorchester Neighborhood OS-G,,0,0,Community Garden Open Space
63902,OS-G,Dorchester Neighborhood,5A-5E,65,Open Space,Dorchester Neighborhood OS-G,,0,0,Community Garden Open Space
63903,OS-RC,Dorchester Neighborhood,5A-5E,65,Open Space,Dorchester Neighborhood OS-RC,,0,0,Recreation Open Space
63904,LC,Dorchester Neighborhood,5A-5E,65,Business,Dorchester Neighborhood LC,1,0,0,Local Convenience
63905,CPS,Dorchester Neighborhood,5A-5E,65,Miscellaneous,Dorchester Neighborhood CPS,0.5,0,0,Conservation Protection
63906,LC,Dorchester Neighborhood,5A-5E,65,Business,Dorchester Neighborhood LC,1,0,0,Local Convenience
63907,OS-G,Dorchester Neighborhood,5A-5E,65,Open Space,Dorchester Neighborhood OS-G,,0,0,Community Garden Open Space
63908,2F-6000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 2F-6000,0.4,0,0,Two-Family Residential
63909,2F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 2F-5000,0.5,0,0,Two-Family Residential
63910,3F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 3F-5000,0.5,0,0,Three-Family Residential
63911,OS-P,Dorchester Neighborhood,5A-5E,65,Open Space,Dorchester Neighborhood OS-P,,0,0,Parkland Open Space
63912,3F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 3F-5000,0.5,0,0,Three-Family Residential
63913,CC,Dorchester Neighborhood,5A-5E,65,Business,Dorchester Neighborhood CC,2,0,0,Community Commercial
63914,WS,Dorchester Neighborhood,5A-5E,65,Business,Dorchester Neighborhood WS,1,0,0,Waterfront Service
63915,OS-RC,Dorchester Neighborhood,5A-5E,65,Open Space,Dorchester Neighborhood OS-RC,,0,0,Recreation Open Space
63916,OS-P,Dorchester Neighborhood,5A-5E,65,Open Space,Dorchester Neighborhood OS-P,,0,0,Parkland Open Space
63917,MFR,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood MFR,1,0,0,Multifamily Residential
63918,2F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 2F-5000,0.5,0,0,Two-Family Residential
63919,3F-D-2000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 3F-D-2000,1.3,0,0,Three-Family Residential
63920,3F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 3F-5000,0.5,0,0,Three-Family Residential
63921,MFR/LS,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood MFR/LS,1,0,0,Multifamily Residential/Local Services
63922,3F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 3F-5000,0.5,0,0,Three-Family Residential
63923,3F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 3F-5000,0.5,0,0,Three-Family Residential
63924,1F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 1F-5000,0.5,0,0,One-Family Residential
63925,3F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 3F-5000,0.5,0,0,Three-Family Residential
63926,2F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 2F-5000,0.5,0,0,Two-Family Residential
63927,1F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 1F-5000,0.5,0,0,One-Family Residential
63928,MFR,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood MFR,1,0,0,Multifamily Residential
63929,LI,Dorchester Neighborhood,5A-5E,65,Industrial,Dorchester Neighborhood LI,2,0,0,Local Industrial
63930,3F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 3F-5000,0.5,0,0,Three-Family Residential
63931,2F-4000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 2F-4000,0.5,0,0,Two-Family Residential
63932,3F-D-2000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 3F-D-2000,1.3,0,0,Three-Family Residential
63933,2F-6000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 2F-6000,0.4,0,0,Two-Family Residential
63934,3F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 3F-5000,0.5,0,0,Three-Family Residential
63935,2F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 2F-5000,0.5,0,0,Two-Family Residential
63936,NS,Dorchester Neighborhood,5A-5E,65,Business,Dorchester Neighborhood NS,1,0,0,Neighborhood Shopping
63937,2F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 2F-5000,0.5,0,0,Two-Family Residential
63938,1F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 1F-5000,0.5,0,0,One-Family Residential
63939,NS,Dorchester Neighborhood,5A-5E,65,Business,Dorchester Neighborhood NS,1,0,0,Neighborhood Shopping
63940,2F-7000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 2F-7000,0.5,0,0,Two-Family Residential
63941,1F-7000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 1F-7000,0.4,0,0,One-Family Residential
63942,OS-RC,Dorchester Neighborhood,5A-5E,65,Open Space,Dorchester Neighborhood OS-RC,,0,0,Recreation Open Space
63943,OS-RC,Dorchester Neighborhood,5A-5E,65,Open Space,Dorchester Neighborhood OS-RC,,0,0,Recreation Open Space
63944,MFR,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood MFR,1,0,0,Multifamily Residential
63945,LI,Dorchester Neighborhood,5A-5E,65,Industrial,Dorchester Neighborhood LI,2,0,0,Local Industrial
63946,MFR/LS,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood MFR/LS,1,0,0,Multifamily Residential/Local Services
63947,OS-RC,Dorchester Neighborhood,5A-5E,65,Open Space,Dorchester Neighborhood OS-RC,,0,0,Recreation Open Space
63948,MFR,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood MFR,1,0,0,Multifamily Residential
63949,1F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 1F-5000,0.5,0,0,One-Family Residential
63950,OS-P,Dorchester Neighborhood,5A-5E,65,Open Space,Dorchester Neighborhood OS-P,,0,0,Parkland Open Space
63951,LC,Dorchester Neighborhood,5A-5E,65,Business,Dorchester Neighborhood LC,1,0,0,Local Convenience
63952,MFR,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood MFR,1,0,0,Multifamily Residential
63953,OS-RC,Dorchester Neighborhood,5A-5E,65,Open Space,Dorchester Neighborhood OS-RC,,0,0,Recreation Open Space
63954,OS-RC,Dorchester Neighborhood,5A-5E,65,Open Space,Dorchester Neighborhood OS-RC,,0,0,Recreation Open Space
63955,1F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 1F-5000,0.5,0,0,One-Family Residential
63956,2F-6000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 2F-6000,0.4,0,0,Two-Family Residential
63957,2F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 2F-5000,0.5,0,0,Two-Family Residential
63958,1F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 1F-5000,0.5,0,0,One-Family Residential
63959,1F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 1F-5000,0.5,0,0,One-Family Residential
63960,2F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 2F-5000,0.5,0,0,Two-Family Residential
63961,3F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 3F-5000,0.5,0,0,Three-Family Residential
63962,1F-7000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 1F-7000,0.4,0,0,One-Family Residential
63963,MFR,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood MFR,1,0,0,Multifamily Residential
63964,2F-6000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 2F-6000,0.4,0,0,Two-Family Residential
63965,1F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 1F-5000,0.5,0,0,One-Family Residential
63966,OS-RC,Dorchester Neighborhood,5A-5E,65,Open Space,Dorchester Neighborhood OS-RC,,0,0,Recreation Open Space
63967,2F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 2F-5000,0.5,0,0,Two-Family Residential
63968,NS,Dorchester Neighborhood,5A-5E,65,Business,Dorchester Neighborhood NS,1,0,0,Neighborhood Shopping
63969,OS-P,Dorchester Neighborhood,5A-5E,65,Open Space,Dorchester Neighborhood OS-P,,0,0,Parkland Open Space
63970,MFR,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood MFR,1,0,0,Multifamily Residential
63971,2F-6000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 2F-6000,0.4,0,0,Two-Family Residential
63972,CF,Dorchester Neighborhood,5A-5E,65,Comm/Instit,Dorchester Neighborhood CF,2,0,0,Community Facilities
63973,1F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 1F-5000,0.5,0,0,One-Family Residential
63974,LC,Dorchester Neighborhood,5A-5E,65,Business,Dorchester Neighborhood LC,1,0,0,Local Convenience
63975,1F-6000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 1F-6000,0.5,0,0,One-Family Residential
63976,OS-RC,Dorchester Neighborhood,5A-5E,65,Open Space,Dorchester Neighborhood OS-RC,,0,0,Recreation Open Space
63977,2F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 2F-5000,0.5,0,0,Two-Family Residential
63978,OS-RC,Dorchester Neighborhood,5A-5E,65,Open Space,Dorchester Neighborhood OS-RC,,0,0,Recreation Open Space
63979,1F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 1F-5000,0.5,0,0,One-Family Residential
63980,LC,Dorchester Neighborhood,5A-5E,65,Business,Dorchester Neighborhood LC,1,0,0,Local Convenience
63981,1F-3000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 1F-3000,0.5,0,0,One-Family Residential
63982,2F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 2F-5000,0.5,0,0,Two-Family Residential
63983,NS,Dorchester Neighborhood,5A-5E,65,Business,Dorchester Neighborhood NS,1,0,0,Neighborhood Shopping
63984,LI,Dorchester Neighborhood,5A-5E,65,Industrial,Dorchester Neighborhood LI,2,0,0,Local Industrial
63985,LC,Dorchester Neighborhood,5A-5E,65,Business,Dorchester Neighborhood LC,1,0,0,Local Convenience
63986,1F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 1F-5000,0.5,0,0,One-Family Residential
63987,OS-RC,Dorchester Neighborhood,5A-5E,65,Open Space,Dorchester Neighborhood OS-RC,,0,0,Recreation Open Space
63988,CC,Dorchester Neighborhood,5A-5E,65,Business,Dorchester Neighborhood CC,2,0,0,Community Commercial
63989,2F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 2F-5000,0.5,0,0,Two-Family Residential
63990,3F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 3F-5000,0.5,0,0,Three-Family Residential
63991,OS-RC,Dorchester Neighborhood,5A-5E,65,Open Space,Dorchester Neighborhood OS-RC,,0,0,Recreation Open Space
63992,1F-7000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 1F-7000,0.4,0,0,One-Family Residential
63993,1F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 1F-5000,0.5,0,0,One-Family Residential
63994,OS-CM,Dorchester Neighborhood,5A-5E,65,Open Space,Dorchester Neighborhood OS-CM,,0,0,Cemetery Open Space
63995,OS-P,Dorchester Neighborhood,5A-5E,65,Open Space,Dorchester Neighborhood OS-P,,0,0,Parkland Open Space
63996,OS-SL,Dorchester Neighborhood,5A-5E,65,Open Space,Dorchester Neighborhood OS-SL,,0,0,Shoreland Open Space
63997,CF,Dorchester Neighborhood,5A-5E,65,Comm/Instit,Dorchester Neighborhood CF,2,0,0,Community Facilities
63998,3F-5000,Dorchester Neighborhood,5A-5E,65,Residential,Dorchester Neighborhood 3F-5000,0.5,0,0,Three-Family Residential
63999,CC,Dorchester Neighborhood,5A-5E,65,Business,Dorchester Neighborhood CC,2,0,0,Community Commercial
64000,1F-3000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood 1F-3000,0.6,0,0,One-Family Residential
64001,MFR,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood MFR,1,0,0,Multifamily Residential
64002,2F-5000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood 2F-5000,0.6,0,0,Two-Family Residential
64003,3F-4000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood 3F-4000,0.8,0,0,Three-Family Residential
64004,NI,Jamaica Plain Neighborhood,9A-9C,55,Comm/Instit,Jamaica Plain Neighborhood NI,0.5,0,0,Neighborhood Institutional
64005,MFR,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood MFR,1,0,0,Multifamily Residential
64006,3F-4000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood 3F-4000,0.8,0,0,Three-Family Residential
64007,OS-UW,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Jamaica Plain Neighborhood OS-UW,,0,0,Urban Wild Open Space
64008,OS,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Jamaica Plain Neighborhood OS,,0,0,Open Space
64009,OS-RC,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Jamaica Plain Neighborhood OS-RC,,0,0,Recreation Open Space
64010,3F-4000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood 3F-4000,0.8,0,0,Three-Family Residential
64011,NI-VA-3,Jamaica Plain Neighborhood,9B,55,Comm/Instit,Jamaica Plain Neighborhood NI-VA-3,1,0,0,Neighborhood Institutional
64012,OS-RC,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Jamaica Plain Neighborhood OS-RC,,0,0,Recreation Open Space
64013,1F-9000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood 1F-9000,0.3,0,0,One-Family Residential
64014,OS-RC,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Jamaica Plain Neighborhood OS-RC,,0,0,Recreation Open Space
64015,LC,Jamaica Plain Neighborhood,9A-9C,55,Business,Jamaica Plain Neighborhood LC,1,0,0,Local Convenience
64016,2F-4000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood 2F-4000,0.6,0,0,Two-Family Residential
64017,MFR,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood MFR,1,0,0,Multifamily Residential
64018,OS-RC,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Jamaica Plain Neighborhood OS-RC,,0,0,Recreation Open Space
64019,LI,Jamaica Plain Neighborhood,9A-9C,55,Industrial,Jamaica Plain Neighborhood LI,1,0,0,Local Industrial
64020,OS-RC,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Jamaica Plain Neighborhood OS-RC,,0,0,Recreation Open Space
64021,2F-7000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood 2F-7000,0.5,0,0,Two-Family Residential
64022,MFR,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood MFR,1,0,0,Multifamily Residential
64023,LC,Jamaica Plain Neighborhood,9A-9C,55,Business,Jamaica Plain Neighborhood LC,1,0,0,Local Convenience
64024,OS-G,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Jamaica Plain Neighborhood OS-G,,0,0,Community Garden Open Space
64025,OS-P,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Jamaica Plain Neighborhood OS-P,,0,0,Parkland Open Space
64026,OS-RC,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Jamaica Plain Neighborhood OS-RC,,0,0,Recreation Open Space
64027,MFR,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood MFR,1,0,0,Multifamily Residential
64028,OS-RC,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Jamaica Plain Neighborhood OS-RC,,0,0,Recreation Open Space
64029,NS,Jamaica Plain Neighborhood,9A-9C,55,Business,Jamaica Plain Neighborhood NS,2,0,0,Neighborhood Shopping
64030,OS-RC,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Jamaica Plain Neighborhood OS-RC,,0,0,Recreation Open Space
64031,IDA,Jamaica Plain Neighborhood,9A-9C,55,Industrial,Jamaica Plain Neighborhood IDA,2,0,0,Industrial Development Area
64032,3F-5000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood 3F-5000,0.6,0,0,Three-Family Residential
64033,LI,Jamaica Plain Neighborhood,9A-9C,55,Industrial,Jamaica Plain Neighborhood LI,1,0,0,Local Industrial
64034,OS-RC,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Jamaica Plain Neighborhood OS-RC,,0,0,Recreation Open Space
64035,2F-9000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood 2F-9000,0.5,0,0,Two-Family Residential
64036,OS-A,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Jamaica Plain Neighborhood OS-A,,0,0,Air-Right Open Space
64037,3F-4000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood 3F-4000,0.8,0,0,Three-Family Residential
64038,MFR,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood MFR,1,0,0,Multifamily Residential
64039,2F-4000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood 2F-4000,0.6,0,0,Two-Family Residential
64040,OS-RC,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Jamaica Plain Neighborhood OS-RC,,0,0,Recreation Open Space
64041,OS-RC,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Jamaica Plain Neighborhood OS-RC,,0,0,Recreation Open Space
64042,1F-5000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood 1F-5000,0.5,0,0,One-Family Residential
64043,LI,Jamaica Plain Neighborhood,9A-9C,55,Industrial,Jamaica Plain Neighborhood LI,1,0,0,Local Industrial
64044,2F-4000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood 2F-4000,0.6,0,0,Two-Family Residential
64045,MFR,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood MFR,1,0,0,Multifamily Residential
64046,OS-RC,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Jamaica Plain Neighborhood OS-RC,,0,0,Recreation Open Space
64047,OS-G,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Jamaica Plain Neighborhood OS-G,,0,0,Community Garden Open Space
64048,LC,Jamaica Plain Neighborhood,9A-9C,55,Business,Jamaica Plain Neighborhood LC,1,0,0,Local Convenience
64049,LC,Jamaica Plain Neighborhood,9A-9C,55,Business,Jamaica Plain Neighborhood LC,1,0,0,Local Convenience
64050,2F-5000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood 2F-5000,0.6,0,0,Two-Family Residential
64051,MFR,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood MFR,1,0,0,Multifamily Residential
64052,1F-6000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood 1F-6000,0.4,0,0,One-Family Residential
64053,OS-RC,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Jamaica Plain Neighborhood OS-RC,,0,0,Recreation Open Space
64054,OS-RC,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Jamaica Plain Neighborhood OS-RC,,0,0,Recreation Open Space
64055,LC,Jamaica Plain Neighborhood,9A-9C,55,Business,Jamaica Plain Neighborhood LC,1,0,0,Local Convenience
64056,OS-P,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Jamaica Plain Neighborhood OS-P,,0,0,Parkland Open Space
64057,2F-9000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood 2F-9000,0.5,0,0,Two-Family Residential
64058,OS-P,Jamaica Plain Neighborhood,9A-9C,55,Open Space,Jamaica Plain Neighborhood OS-P,,0,0,Parkland Open Space
64059,3F-5000,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood 3F-5000,0.6,0,0,Three-Family Residential
64060,LC,Jamaica Plain Neighborhood,9A-9C,55,Business,Jamaica Plain Neighborhood LC,1,0,0,Local Convenience
64061,MFR,Jamaica Plain Neighborhood,9A-9C,55,Residential,Jamaica Plain Neighborhood MFR,1,0,0,Multifamily Residential
64062,LC,Jamaica Plain Neighborhood,9A-9C,55,Business,Jamaica Plain Neighborhood LC,1,0,0,Local Convenience
